Druid,SourceID,Accession_number,Title,Location,Map_number,Extent,Dimensions,Form,Abstract,Place,Place_authorityURI,Place_URI,DateCreated,DateCreated_end,Date_qualifier,Genre,Genre_authority,Genre_URI,purls,Auth. done,Name1,INITIALS/STATUS,Name 1 notes,Name1_type,Name1_authority,Name1_URI,Role1,Role1_authority,Role1_URI,Name2,INITIALS/STATUS,Name2 notes,Name2_type,Name2_authority,Name2_URI,Role2,Role2_authority,Role2_URI,Name3,Name3 notes,Name3_type,Name3_authority,Name3_URI,Role3,Role3_authority,Role3_URI,Subject_Name3,INITIALS/STATUS,Name3 notes,Subject_Name3_type,Subject_Name3_authority,Subject_Name3_URI,Subject_Name4,INITIALS/STATUS,Subject_Name4_type,Subject_Name4_authority,Subject_Name4_URI,Subject_Name5,INITIALS/STATUS,Subject_Name5_type,Subject_Name5_authority,Subject_Name5_URI,Subject_Name6,INITIALS/STATUS,Subject_Name6_type,Subject_Name6_authority,Subject_Name6_URI,Subject_Name7,INITIALS/STATUS,Name7 notes,Subject_Name7_type,Subject_Name7_authority,Subject_Name7_URI,Subject_Name8,INITIALS/STATUS,Name8 notes,Subject_Name8_type,Subject_Name8_authority,Subject_Name8_URI,Topic1,Topic2,Topic3,Topic4,Series,Location_topic,Location_topic_tag,Location_topic_authority,Location_topic_URI,Location_topic2,Location_topic2_tag,Location_topic2_authority,Location_topic2_URI,Location_topic3,Location_topic3_tag,Location_topic3_authority,Location_topic3_URI,Location_topic4,Location_topic4_tag,Location_topic4_authority,Location_topic4_URI,Geographic1,,Geographic1_authority,Geographic1_URI,Geographic1_coordinates,west_bc,south_bc,east_bc,north_bc,Geographic2,Geographic2_authority,Geographic2_URI,Geographic3,,Geographic3_authority,Geographic3_URI,Geographic4,,Geographic4_authority,Geographic4_URI,Geographic5,,Geographic5_authority,Geographic5_URI,Geographic6,Geographic6_authority,Geographic6_URI,Geographic7,Geographic7_authority,Geographic7_URI,Geographic8,Geographic8_authority,Geographic8_URI,Geographic9,Geographic9_authority,Geographic9_URI,Geographic10,Geographic10_authority,Geographic10_URI,Geographic11,Geographic11_authority,Geographic11_URI,Geographic12,Geographic12_authority,Geographic12_URI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mw437yz5217,sc1049_m691,,University Buildings. Eldridge T. Spencer Director of Planning.,Box C2,M691,1 sheet,16 x 21 in.,ink on paper,Buildings are numbered; architectural styles were listed but not connected to buildings.,Stanford (Calif.),http://id.loc.gov/authorities/names,http://id.loc.gov/authorities/names/n50046557,1949-09,,,Maps,lcgft,http://id.loc.gov/authorities/genreForms/gf2011026387,http://purl.stanford.edu/mw437yz5217,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stanford University Campus--Maps,,,,Miscellaneous Stanford University Campus Maps,,,,,,,,,,,,,,,,,,,,,"(W 122°10'27""--W 122°09'53""/N 37°25'48""--N 37°25'29"")",-122.191292,37.406339,-122.149475,37.443537,Stanford (Calif.),lcsh,http://id.loc.gov/authorities/names/n50046557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yn616vm4240,sc1049_m692,,Proposed Land Use Map Stanford University,Box A1,M692,,15.5 x 11 in.,pencil on paper,"Original pencil drawing with two copies in 2 different copy-formats.  Categories for residential, industrial, apartments, commercial, hospital.",Stanford (Calif.),http://id.loc.gov/authorities/names,http://id.loc.gov/authorities/names/n50046557,1953-04-14,,,Maps,lcgft,http://id.loc.gov/authorities/genreForms/gf2011026387,http://purl.stanford.edu/yn616vm4240,yes,Stanford University. Planning Office,hkt/ 5/4/2015,,corporate,naf,http://id.loc.gov/authorities/names/n87123519,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous Stanford University Campus Maps,,,,,,,,,,,,,,,,,,,,,"(W 122°10'27""--W 122°09'53""/N 37°25'48""--N 37°25'29"")",-122.191292,37.406339,-122.149475,37.443537,Stanford (Calif.),lcsh,http://id.loc.gov/authorities/names/n50046557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yq530sj1435,sc1049_m693,,Proposed Land Use Map Stanford University,Box B2,M693,,15.5 x 13 in.,ink on paper,"Original ink drawing with one copy. Categories for residential, industrial, apartments, commercial, hospital.",Stanford (Calif.),http://id.loc.gov/authorities/names,http://id.loc.gov/authorities/names/n50046557,1953-05-12,,,Maps,lcgft,http://id.loc.gov/authorities/genreForms/gf2011026387,http://purl.stanford.edu/yq530sj1435,yes,Stanford University. Planning Office,hkt / 5/4/2015,,corporate,naf,http://id.loc.gov/authorities/names/n87123519,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous Stanford University Campus Maps,,,,,,,,,,,,,,,,,,,,,"(W 122°10'27""--W 122°09'53""/N 37°25'48""--N 37°25'29"")",-122.191292,37.406339,-122.149475,37.443537,Stanford (Calif.),lcsh,http://id.loc.gov/authorities/names/n50046557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mv537vt4008,sc1049_m694,,"Stanford University’s Growth. Eldridge T. Spencer Director of Planning. [copies of directory maps of 1905, 1920, 1930, and 1940 laid out next to each other]",Box D3,M694,1 sheet,,photostatic copy,,Stanford (Calif.),http://id.loc.gov/authorities/names,http://id.loc.gov/authorities/names/n50046557,1950,1959,approximate,Maps,lcgft,http://id.loc.gov/authorities/genreForms/gf2011026387,http://purl.stanford.edu/mv537vt4008,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stanford University Campus--Maps,,,,Miscellaneous Stanford University Campus Maps,,,,,,,,,,,,,,,,,,,,,"(W 122°10'27""--W 122°09'53""/N 37°25'48""--N 37°25'29"")",-122.191292,37.406339,-122.149475,37.443537,Stanford (Calif.),lcsh,http://id.loc.gov/authorities/names/n50046557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yv828rw5635,sc1049_m695,,"Plat showing surveys of portions of lands of LSJU lying within the limites of the Town of Mayfield. Surveyed at the request of the Town Board of Trustees. Surveyed Oct. 1-4, 1918, by W. H. Myrick.",Box C2,M695,1 sheet,14 x 22.5 in.,ink on vellum,"Shows area bound by El Camino, Lincoln (California Ave?), Yale Street in what is now College Terrace area. Removed from SC027, box 13, folder 20.",Stanford (Calif.),http://id.loc.gov/authorities/names,http://id.loc.gov/authorities/names/n50046557,1918,,,Maps,lcgft,http://id.loc.gov/authorities/genreForms/gf2011026387,http://purl.stanford.edu/yv828rw5635,yes,"Myrick, W. H.",ig 04/29/15,"http://insight.stanford.edu/luna/servlet/view/all/what/Myrick,+Mrs.+W.+H.",personal,naf,http://id.loc.gov/authorities/names/no2015056914,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous Stanford University Campus Maps,,,,,,,,,,,,,,,,,Mayfield (Calif.), ,lcsh,http://id.loc.gov/authorities/names/no2015055932,"(W 122°10'38""--W 122°07'23""/N 37°27'15""--N 37°24'24"")",-122.177413,37.406803,-122.123171,37.454413,Stanford (Calif.),lcsh,http://id.loc.gov/authorities/names/n50046557,Palo Alto (Calif.),,lcsh,http://id.loc.gov/authorities/names/n81019888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vb846mr0920,sc1049_m696,2007035,"Tract 1959 Pine Hill No. 1 Santa Clara County, California. Being a subdivision of a portion of the lands of LSJU. Lawrence G. Brian, civil engineer.",Box D3,M696,,,print,,Stanford (Calif.),http://id.loc.gov/authorities/names,http://id.loc.gov/authorities/names/n50046557,1957-07,,,Maps,lcgft,http://id.loc.gov/authorities/genreForms/gf2011026387,http://purl.stanford.edu/vb846mr0920,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous Stanford University Campus Maps,,,,,,,,,,,,,,,,,,,,,"(W 122°10'27""--W 122°09'53""/N 37°25'48""--N 37°25'29"")",-122.191292,37.406339,-122.149475,37.443537,Stanford (Calif.),lcsh,http://id.loc.gov/authorities/names/n50046557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fn855gk9297,sc1049_m697,,Land Use Policy/Plan [from Livingston & Blayney study]. Color coded map of land uses for entire University acreage.,Box A1,M697,1 sheet,11 x 14 in.,printed,,Stanford (Calif.),http://id.loc.gov/authorities/names,http://id.loc.gov/authorities/names/n50046557,1971,,,Maps,lcgft,http://id.loc.gov/authorities/genreForms/gf2011026387,http://purl.stanford.edu/fn855gk9297,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Livingston and Blayney,,http://www.paloaltoonline.com/weekly/morgue/spectrum/1997_Jun_4.BOARD04.html,corporate,naf,http://id.loc.gov/authorities/names/n87131763.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stanford University Campus--Maps,,,,Miscellaneous Stanford University Campus Maps,,,,,,,,,,,,,,,,,,,,,"(W 122°10'27""--W 122°09'53""/N 37°25'48""--N 37°25'29"")",-122.191292,37.406339,-122.149475,37.443537,Stanford (Calif.),lcsh,http://id.loc.gov/authorities/names/n50046557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dh101xk9568,sc1049_m698,,Map showing location of proposed athletic field Stanford University Jan. 1900 [surveyed and mapped by students],Map case Na2,M698,1 sheet,28.5 x 21.5 in.,ink on linen (vellum?),"Removed from SC 058, Series I-B, box 50, folder 231.",Stanford (Calif.),http://id.loc.gov/authorities/names,http://id.loc.gov/authorities/names/n50046557,1900,,,Maps,lcgft,http://id.loc.gov/authorities/genreForms/gf2011026387,http://purl.stanford.edu/dh101xk9568,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous Stanford University Campus Maps,,,,,,,,,,,,,,,,,,,,,"(W 122°09'47""--W 122°09'34""/N 37°26'09""--N 37°25'54"")",-122.1631323,37.43172935,-122.1595545,37.43588825,Stanford (Calif.),lcsh,http://id.loc.gov/authorities/names/n50046557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bm759hn1490,sc1049_m700_a,2007100,"Map of the lands of Leland Stanford Junior University at and near the site of theUniversity and in the counties of Santa Clara and San Mateo, California, surveyed at the request of theBoard of Trustees, by A.T. & F.A. Herrmann.  Lithograph by Britton and Rey.",Map case Na2,M700,,20 x 31 in.,black and white; see notes,Topographical contents same as M201.; No. of copies:  1 framed printed; 5 loose printed; 2 loose photostat (posit. & neg.); First copy includes handwritten attached chart showing disposition records of lands included on the map.; Loose copy (2007-100) includes typed table on bottom edge showing acreage and classification of lots; this copy was scanned by SUL staff.,Stanford (Calif.),http://id.loc.gov/authorities/names,http://id.loc.gov/authorities/names/n50046557,1908-07,1908-11,,Maps,lcgft,http://id.loc.gov/authorities/genreForms/gf2011026387,http://purl.stanford.edu/bm759hn1490,yes,Britton & Rey,,,corporate,naf,http://id.loc.gov/authorities/names/n50065544,Lithographer,marcrelator,http://id.loc.gov/vocabulary/relators/ltg,,,,,,,,,,,,,,,,,,Herrmann Bros.,,,corporate,naf,http://id.loc.gov/authorities/names/n2012035370,,,,,,,,,,,,,,,,Britton & Rey,,,corporate,naf,http://id.loc.gov/authorities/names/n50065544,,,,,,,Stanford University Campus--Maps,,,,Official Stanford University Campus Maps,,,,,,,,,,,,,,,,,,,,,"(W 122°10'27""--W 122°09'53""/N 37°25'48""--N 37°25'29"")",-122.191292,37.406339,-122.149475,37.443537,Stanford (Calif.),lcsh,http://id.loc.gov/authorities/names/n50046557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zd656nz8298,sc1049_m700,,"Map of the lands of Leland Stanford Junior University at and near the site of theUniversity and in the counties of Santa Clara and San Mateo, California, surveyed at the request of theBoard of Trustees, by A.T. & F.A. Herrmann.  Lithograph by Britton and Rey.",Box C2,M700,,24 x 18 in.,photostat copies,1 positive and 1 negative copy,Stanford (Calif.),http://id.loc.gov/authorities/names,http://id.loc.gov/authorities/names/n50046557,1908-07,1908-11,,Maps,lcgft,http://id.loc.gov/authorities/genreForms/gf2011026387,http://purl.stanford.edu/zd656nz8298,yes,Britton & Rey,,,corporate,naf,http://id.loc.gov/authorities/names/n50065544,Lithographer,marcrelator,http://id.loc.gov/vocabulary/relators/ltg,,,,,,,,,,,,,,,,,,Herrmann Bros.,,,corporate,naf,http://id.loc.gov/authorities/names/n2012035370,,,,,,,,,,,,,,,,Britton & Rey,,,corporate,naf,http://id.loc.gov/authorities/names/n50065545,,,,,,,Stanford University Campus--Maps,,,,Official Stanford University Campus Maps,,,,,,,,,,,,,,,,,,,,,"(W 122°10'27""--W 122°09'53""/N 37°25'48""--N 37°25'29"")",-122.191292,37.406339,-122.149475,37.443537,Stanford (Calif.),lcsh,http://id.loc.gov/authorities/names/n50046557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wd988nh7856,sc1049_m700a,,"Land Classification Map:  Copy of M 700 (Map of the lands of LSJU...) color-coded to indicate differing kinds of hill land.  Classification made with assistance of J.S. Witherell, General Superintendent.  Herrmann Brothers.",Map case Na2,M700a,,22 x 31 in.,printed map,,Stanford (Calif.),http://id.loc.gov/authorities/names,http://id.loc.gov/authorities/names/n50046557,1908,,,Maps,lcgft,http://id.loc.gov/authorities/genreForms/gf2011026387,http://purl.stanford.edu/wd988nh7856,yes,Herrmann Bros.,,,corporate,naf,http://id.loc.gov/authorities/names/n2012035370,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Witherell, J. S. (James S.)",gdg,,personal,naf,http://id.loc.gov/authorities/names/no2015060499,,,,,,,Stanford University Campus--Maps,,,,Official Stanford University Campus Maps,,,,,,,,,,,,,,,,,,,,,"(W 122°10'27""--W 122°09'53""/N 37°25'48""--N 37°25'29"")",-122.191292,37.406339,-122.149475,37.443537,Stanford (Calif.),lcsh,http://id.loc.gov/authorities/names/n50046557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qs295kw7185,sc1049_m700b,,Lot Demarcation Map:  Copy of M 700 (Map of the lands of LSJU...) emphasizing lot boundaries by means of colored lines.  Herrmann Brothers.,Map case Na2,M700b,,23 x 35 in.,printed map,,Stanford (Calif.),http://id.loc.gov/authorities/names,http://id.loc.gov/authorities/names/n50046557,1908,,,Maps,lcgft,http://id.loc.gov/authorities/genreForms/gf2011026387,http://purl.stanford.edu/qs295kw7185,yes,Herrmann Bros.,,,corporate,naf,http://id.loc.gov/authorities/names/n2012035370,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stanford University Campus--Maps,,,,Official Stanford University Campus Maps,,,,,,,,,,,,,,,,,,,,,"(W 122°10'27""--W 122°09'53""/N 37°25'48""--N 37°25'29"")",-122.191292,37.406339,-122.149475,37.443537,Stanford (Calif.),lcsh,http://id.loc.gov/authorities/names/n50046557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mw847pg5827,sc1049_m700c,,Transferable Land Map:  Copy of M 700 (Map of the lands of LSJU...) showing alienable portions of the Stanford propery in blue-green.  Herrmann Brothers.,Map case Na2,M700c,,23 x 35 in.,printed map,,Stanford (Calif.),http://id.loc.gov/authorities/names,http://id.loc.gov/authorities/names/n50046557,1908,,,Maps,lcgft,http://id.loc.gov/authorities/genreForms/gf2011026387,http://purl.stanford.edu/mw847pg5827,yes,Herrmann Bros.,,,corporate,naf,http://id.loc.gov/authorities/names/n2012035370,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stanford University Campus--Maps,,,,Official Stanford University Campus Maps,,,,,,,,,,,,,,,,,,,,,"(W 122°10'27""--W 122°09'53""/N 37°25'48""--N 37°25'29"")",-122.191292,37.406339,-122.149475,37.443537,Stanford (Calif.),lcsh,http://id.loc.gov/authorities/names/n50046557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jj363bd0491,sc1049_m700d,,Transferable Land Map:  Copy of M 700 (Map of the lands of LSJU...) showing alienable portions of property in dark blue.  [Note: this representation of alienable property differs slightly from that of M 700c].  Herrmann Brothers.,Map case Na2,M700d,,23 x 35 in.,printed map,,Stanford (Calif.),http://id.loc.gov/authorities/names,http://id.loc.gov/authorities/names/n50046557,1908,,,Maps,lcgft,http://id.loc.gov/authorities/genreForms/gf2011026387,http://purl.stanford.edu/jj363bd0491,yes,Herrmann Bros.,,,corporate,naf,http://id.loc.gov/authorities/names/n2012035370,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stanford University Campus--Maps,,,,Official Stanford University Campus Maps,,,,,,,,,,,,,,,,,,,,,"(W 122°10'27""--W 122°09'53""/N 37°25'48""--N 37°25'29"")",-122.191292,37.406339,-122.149475,37.443537,Stanford (Calif.),lcsh,http://id.loc.gov/authorities/names/n50046557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ft980qn8454,sc1049_m700e,,Lot Map of Stanford Campus:  Working map traced from M 700 (Map of the Lands of LSJU...) with enlarged campus representation.  Unsigned.  Based on Herrmann Brothers.,Map case Na2,M700e,,23 x 35 in.,hand drawn,,Stanford (Calif.),http://id.loc.gov/authorities/names,http://id.loc.gov/authorities/names/n50046557,1908,,,Maps,lcgft,http://id.loc.gov/authorities/genreForms/gf2011026387,http://purl.stanford.edu/ft980qn8454,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stanford University Campus--Maps,,,,Official Stanford University Campus Maps,,,,,,,,,,,,,,,,,,,,,"(W 122°10'27""--W 122°09'53""/N 37°25'48""--N 37°25'29"")",-122.191292,37.406339,-122.149475,37.443537,Stanford (Calif.),lcsh,http://id.loc.gov/authorities/names/n50046557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp802hd6970,sc1049_m700f,,Section Enlargement Map:  Upper Left Corner of M 700 (Map of the Lands of LSJU...) enlarged by approximately 12x in photoreproduction.  Herrmann Brothers.,Map case Na2,M700f,,36 x 27 in.,photoreproduction,,Stanford (Calif.),http://id.loc.gov/authorities/names,http://id.loc.gov/authorities/names/n50046557,1908,,,Maps,lcgft,http://id.loc.gov/authorities/genreForms/gf2011026387,http://purl.stanford.edu/fp802hd6970,yes,Herrmann Bros.,,,corporate,naf,http://id.loc.gov/authorities/names/n2012035370,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stanford University Campus--Maps,,,,Official Stanford University Campus Maps,,,,,,,,,,,,,,,,,,,,,"(W 122°10'27""--W 122°09'53""/N 37°25'48""--N 37°25'29"")",-122.191292,37.406339,-122.149475,37.443537,Stanford (Calif.),lcsh,http://id.loc.gov/authorities/names/n50046557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gw021vh6021,sc1049_m700g,,Section Enlargement Map:  Upper Left Midsection of M 700 (Map of the lands of LSJU...) enlarged by approximately 12x in photoreproduction.  Herrmann Brothers.,Map case Na2,M700g,,36 x 27 in.,photoreproduction,,Stanford (Calif.),http://id.loc.gov/authorities/names,http://id.loc.gov/authorities/names/n50046557,1908,,,Maps,lcgft,http://id.loc.gov/authorities/genreForms/gf2011026387,http://purl.stanford.edu/gw021vh6021,yes,Herrmann Bros.,,,corporate,naf,http://id.loc.gov/authorities/names/n2012035370,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stanford University Campus--Maps,,,,Official Stanford University Campus Maps,,,,,,,,,,,,,,,,,,,,,"(W 122°10'27""--W 122°09'53""/N 37°25'48""--N 37°25'29"")",-122.191292,37.406339,-122.149475,37.443537,Stanford (Calif.),lcsh,http://id.loc.gov/authorities/names/n50046557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pn257xr4696,sc1049_m700h,,Section Enlargement Map:  Upper Right Midsection of M 700 (Map of the lands of LSJU...) enlarged by approximately 12x in photoreproduction.  Herrmann Brothers.,Map case Na2,M700h,,36 x 27 in.,photoreproduction,,Stanford (Calif.),http://id.loc.gov/authorities/names,http://id.loc.gov/authorities/names/n50046557,1908,,,Maps,lcgft,http://id.loc.gov/authorities/genreForms/gf2011026387,http://purl.stanford.edu/pn257xr4696,yes,Herrmann Bros.,,,corporate,naf,http://id.loc.gov/authorities/names/n2012035370,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stanford University Campus--Maps,,,,Official Stanford University Campus Maps,,,,,,,,,,,,,,,,,,,,,"(W 122°10'27""--W 122°09'53""/N 37°25'48""--N 37°25'29"")",-122.191292,37.406339,-122.149475,37.443537,Stanford (Calif.),lcsh,http://id.loc.gov/authorities/names/n50046557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pz771pm8683,sc1049_m700i,,Section Enlargement Map:  Upper Right Corner of M 700 (Map of the lands of LSJU...) enlarged by approximately 12x in photoreproduction.  Herrmann Brothers.,Map case Na2,M700i,,36 x 27 in.,photoreproduction,,Stanford (Calif.),http://id.loc.gov/authorities/names,http://id.loc.gov/authorities/names/n50046557,1908,,,Maps,lcgft,http://id.loc.gov/authorities/genreForms/gf2011026387,http://purl.stanford.edu/pz771pm8683,yes,Herrmann Bros.,,,corporate,naf,http://id.loc.gov/authorities/names/n2012035370,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stanford University Campus--Maps,,,,Official Stanford University Campus Maps,,,,,,,,,,,,,,,,,,,,,"(W 122°10'27""--W 122°09'53""/N 37°25'48""--N 37°25'29"")",-122.191292,37.406339,-122.149475,37.443537,Stanford (Calif.),lcsh,http://id.loc.gov/authorities/names/n50046557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vh454kt9320,sc1049_m700j,,Section Enlargement Map:  Lower Left Corner of M 700 (Map of the lands of LSJU...) enlarged by approximately 12x in photoreproduction.  Herrmann Brothers.,Map case Na2,M700j,,36 x 27 in.,photoreproduction,,Stanford (Calif.),http://id.loc.gov/authorities/names,http://id.loc.gov/authorities/names/n50046557,1908,,,Maps,lcgft,http://id.loc.gov/authorities/genreForms/gf2011026387,http://purl.stanford.edu/vh454kt9320,yes,Herrmann Bros.,,,corporate,naf,http://id.loc.gov/authorities/names/n2012035370,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stanford University Campus--Maps,,,,Official Stanford University Campus Maps,,,,,,,,,,,,,,,,,,,,,"(W 122°10'27""--W 122°09'53""/N 37°25'48""--N 37°25'29"")",-122.191292,37.406339,-122.149475,37.443537,Stanford (Calif.),lcsh,http://id.loc.gov/authorities/names/n50046557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tf121ff7736,sc1049_m700k,,Section Enlargement Map:  Lower Left Midsection of M 700 (Map of the lands of LSJU...) enlarged by approximately 12x in photoreproduction.  Herrmann Brothers.,Map case Na2,M700k,,36 x 27 in.,photoreproduction,,Stanford (Calif.),http://id.loc.gov/authorities/names,http://id.loc.gov/authorities/names/n50046557,1908,,,Maps,lcgft,http://id.loc.gov/authorities/genreForms/gf2011026387,http://purl.stanford.edu/tf121ff7736,yes,Herrmann Bros.,,,corporate,naf,http://id.loc.gov/authorities/names/n2012035370,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stanford University Campus--Maps,,,,Official Stanford University Campus Maps,,,,,,,,,,,,,,,,,,,,,"(W 122°10'27""--W 122°09'53""/N 37°25'48""--N 37°25'29"")",-122.191292,37.406339,-122.149475,37.443537,Stanford (Calif.),lcsh,http://id.loc.gov/authorities/names/n50046557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
